Brian Brohm, the Louisville quarterback, threw for 368 yards and five touchdowns as the cardinal beat visiting oregon State 63-27.	The quarterback threw for 413 yards and three touchdowns, and then ran to the end zone ii more times.	not_entailment	14
Sierra is likely to remain in gaol at the Hillsborough County gaol in her native tampa until her following hearing on December 20, where she is being deem without bail, which would prevent her attending the booker taliaferro washington event on friday even if she still had permission to perform. Sierra has been in gaol since the start of the month after an altercation with patrol officers remote a tampa nightclub, which she had been ejected from. She is charged with disorderly intoxication and resisting arrest.	Sierra once reached the final of "American Idol".	not_entailment	16
Sierra is likely to remain in jail at the Hillsborough county jail in her aboriginal tampa until her next hearing on December 20, where she is being held without bail, which would prevent her attending the Washington event on friday even if she still had permission to perform. Sierra has been in jail since the start of the month after an fracas with police military officer outside a tampa nightclub, which she had been exhaust from. She is charged with jumbled intoxication and resisting arrest.	Sierra once strive the finals of "American Idol".	not_entailment	16
Since 1987, however, Brazil has taken steps to dramatically reduce the destruction, admit stepped-up enforcement and the elimination of taxation incentives that led to large-scale land clearing.	inward the early 1990s Brazil began to take action to save the rainforest.	not_entailment	17
america crude settled $1.32 lower at $42.83 a barrel.	Crude the light American lowered to the come together 1.32 dollars, to 42.83 dollars the barrel.	not_entailment	19
U.S. crude settled $1.32 get down at $42.83 a barrel.	Crude the light American lowered to the closing 1.32 dollars, to 42.83 dollar mark the barrel.	not_entailment	19
WINNENDEN, federal republic of germany ―A teenaged gunman killed 15 people, most of them female, on Wednesday in a rampage that began at a school near Stuttgart in southern federal republic of germany and ended in a nearby town, where he then killed himself after the police wound him. The attack allow Germany, which tightened tough gun controls after a similar attack at a school seven year ago, struggling to read the carnage that had again happen it, a country with comparatively little violent crime. In 2002, a gunman killed 16 the great unwashed before killing himself at a school in Erfurt, in eastern Germany.	In 2002 near Stuttgart a male child shot 16 people.	not_entailment	20
Many hopes are riding on the sale of Talisman's holdings in Palm beach and Hendry counties, which Vice President Al Gore announced with much fanfare conclusion year at the 50th day of remembrance of Everglades National Park.	Everglades interior Park is located in Florida.	not_entailment	21
Rabies virus infects the central nervous system, have encephalopathy and ultimately death. Early symptoms of rabies in humans are nonspecific, consisting of fever, headache, and ecumenical malaise.	Rabies is disastrous in humans.	entailment	22
Rabies computer virus taint the central nervous system, causing encephalopathy and ultimately death. Early symptoms of rabies in humans are nonspecific, consisting of fever, headache, and general malaise.	madness is fatal in humans.	entailment	22
American tobacco companies were showing a net income most quarters due to export sales of cigarette and diversification of products sold including food.	PM often enroll markets with both cigarettes and food.	not_entailment	23
American tobacco companies were showing a profit most quarters due to exportation sales of cigarettes and diversification of products sold let in food.	PM a great deal entered markets with both cigarettes and food.	not_entailment	23
The two young leaders of the coup, Pibul Songgram and Pridi Phanomyang, both educated in Europe and influenced by Western ideas, came to dominate siamese political sympathies in the result years.	Pibul was a pres young leader.	entailment	25
When patients interrupt a trend of antibiotics, the surviving bacteria return with a vengeance, often having quickly mutated to resist the therapy.	Bacteria is gain the war against antibiotics.	not_entailment	27
When patients interrupt a course of antibiotics, the surviving bacteria return with a vengeance, often having rapidly mutate to dissent the therapy.	Bacteria is gain ground the war against antibiotics.	not_entailment	27
The Armed Forces Press committee (COPREFA) admitted that the government troops sustained 11 casualties in these clashes, adding that they inflicted trey casualties on the rebels.	Three johnny were killed by government troops.	entailment	29
The arm Forces Press Committee (COPREFA) allow in that the government troops sustained 11 casualties in these clashes, adding that they inflicted three casualties on the rebels.	Three rebel were killed by government troops.	entailment	29
One economic study will not be the basis of Canada's public insurance policy decisions, but Easton's research does conclusively show that there are economic do good in the legalization of marijuana.	Drug legalisation has benefits.	entailment	30
One economical hit the books will not be the basis of Canada's public policy decisions, but Easton's research does conclusively show that there are economical benefits in the legalization of marijuana.	Drug legitimation has benefits.	entailment	30
Archaeologists have plant more or less 30 beautifully preserved mummies in a 4,000 yr old Egyptian necropolis which held 53 tombs. Supervisor of ancientness for Middle Egypt Dr. Abdel-Rahman El-Ayedi's team established his archeological site in the Faiyum Oasis near the El-Lahun Egyptian pyramids of egypt which is just south of Cairo. Besides the mummies, the team plant masks, amulets, clay pots and an offering table placed in a funerary chapel. The chapel dates back to about 30 BC to 337 AD.	30 beautifully preserved mum have been located in the south of Cairo.	entailment	31
Archaeologists have found approximately thirty beautifully preserved mummies in a 4,000 class one time egyptian necropolis which held 53 tombs. Supervisor of Antiquities for midriff Egypt Dr. Abdel-Rahman El-Ayedi's team established his archaeological locate in the Faiyum Oasis near the El-Lahun egyptian pyramid which is just south of Cairo. Besides the mummies, the team found masks, amulets, clay pots and an offering table located in a funerary chapel. The chapel service dates back to about thirty BC to 337 AD.	30 attractively preserved mummies have been located in the south of Cairo.	entailment	31
Gastrointestinal bleeding can happen as an adverse result of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.	Aspirin prevents gi bleeding.	not_entailment	32
Gastrointestinal bleeding can happen as an inauspicious effect of non-steroidal anti-inflammatory drugs such as aspirin or ibuprofen.	Aspirin preclude gastrointestinal bleeding.	not_entailment	32
Cyprus, separate or not, joins the EU on the 1st of May.	Cyprus was divided into two set off on May 1.	not_entailment	34
Cyprus, fraction or not, joins the EU on the 1st of May.	Cyprus was divided into two parts on english hawthorn 1.	not_entailment	34
World leaders expressed concern on Thursday that North Korea will quit six-party nuclear disarming talks and will bolster up its nuclear weapons arsenal.	North Korea says it has a reserve of nuclear weapons and is building more.	not_entailment	35
World leaders expressed concern on Thursday that North Korea will take leave six-party nuclear disarmament negotiation and will bolster its nuclear weapons arsenal.	North Korea says it has a stockpile of nuclear arm and is building more.	not_entailment	35
Mohandas Karamchand mrs gandhi never pick up the Nobel Peace Prize, though he was nominated for it five times between 1937 and 1948.	Mohandas have the Nobel Prize in 1989.	not_entailment	37
Mohandas Karamchand Gandhi never received the Nobel Peace Prize, though he was make for it basketball team times between 1937 and 1948.	Mohandas received the Nobel choice in 1989.	not_entailment	37
The Christian populist (CDU) won 35.2% of the vote, or 225 seats, against 34.3% for chancellor Gerhard Schroeder's Social populist (SPD).	It seem unlikely that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian popular Union.	not_entailment	38
The Christian democrat (CDU) won 35.2% of the vote, or 225 seats, against 34.3% for chancellor of the exchequer Gerhard Schroeder's Social democrat (SPD).	It seems unconvincing that there will be a coalition between Gerhard Schroeder's Social Democrats and Angela Merkel's Christian democratic Union.	not_entailment	38
Edward VIII became King in January of 1936 and renounce in December.	King Edward VIII abdicated in dec 1936.	entailment	39
Edward eight became King in January of 1936 and abdicated in December.	b b king Edward VIII abdicated in December 1936.	entailment	39
aboriginal australian Guantanamo Bay detainee David Hicks has deliver the goods British citizenship, opening the room access for a potential bid to have him freed from the US detainment facility in Cuba. Justice Lawrence collins of the British High courtroom has overturned the British Government's refusal of citizenship to Hicks, whose overprotect was born in England. Justice collins said the politics had "no magnate to withhold or deprive citizenship". Justice collins said: "In my view it would be wrong to fail to give help which otherwise would have been given, simply because the claimant was trust to be involved in terrorism and has not had any previous connection with this country." Hicks' lawyer, Stephen Grosz, said the decision was a breakthrough. He said there was now no reason why Hicks should not enjoy the same protection as the nine other British citizens released without tutelage from Guantanamo Bay on agency of the British Government.	Stephen Grosz is the British attorney of David Hicks.	not_entailment	40
Rockweed has been harvested commercially in Nova Scotia since the late 1950's and is currently the most authoritative commercial seaweed in atlantic ocean Canada.	Marine flora is harvested.	entailment	41
Rockweed has been reap commercially in Nova Scotia since the late 1950's and is presently the most important commercial seaweed in Atlantic Canada.	Marine vegetation is harvested.	entailment	41
Pakistan President Pervez Musharraf has ordered security storm to take firm action against rioters following the assassination of opposition leader Benazir Bhutto. The violence has left at least 44 people dead and dozens injured. Mr. Musharraf insisted the bill were to protect people. VOA's Ayaz Gul reputation from capital of pakistan that a bitter difference has also erupted over how the 54-year-old politician died and who was rear end her assassination.	Musharraf has ordered rioters to use up firm action against security forces.	not_entailment	42
Pakistan President Pervez Musharraf has ordered security forces to take firm carry through against rioters following the blackwash of resistance leader Benazir Bhutto. The violence has left at least 44 people dead and dozens injured. Mr. Musharraf insisted the measurement were to protect people. VOA's Ayaz Gul describe from Islamabad that a bitter dispute has also catch fire over how the 54-year-old politician died and who was behind her assassination.	Musharraf has ordered rioters to take house action against security forces.	not_entailment	42
A calendar month after Gov. David A. Paterson dropped his proposition for a soda tax, newfangled York City's health commissioner has indite an clause advocating "hefty" taxes on sodas and sports drinks containing sugar. Such a tax, the clause said, could be the great boon to public health since tobacco taxes. The commissioner, Dr. dylan thomas R. Frieden, and Kelly D. Brownell of Yale University, his co-author, argue in the newfangled England Journal of Medicine that a tax of a cent per ounce could reduce consumption by more than 10 percent and raise $1.2 billion a twelvemonth in newfangled York dos alone.	Michael Bloomberg is the mayor of modern York.	not_entailment	43
Officials said the Finnish distrust was among the dead but did not provide a motive for the attack.	Officials sound out that the suspect, a Finnish citizen, was among the dead.	entailment	44
Officials enounce the Finnish suspect was among the dead but did not provide a motive for the attack.	Officials enunciate that the suspect, a Finnish citizen, was among the dead.	entailment	44
The ferryboat owner atomic number  Nur Budi's spokesman darned Indonesian port authorities for the tragedy. "The passenger capacity of the ferryboat is 205 people but the port administrator accepted more rider as they thought it was possible," he said. The National Meteorological and Geophysics Agency, however, had published and raised an alert indicate about high wave on Friday. It specifically stated that "Saturday 10th and Sunday 11th, Indonesian waters would have witness tempest force waves," but despite the dire warnings KM Teratai set for the seas.	An Indonesian ferry with three hundred passengers sank.	not_entailment	46
Libya's case against Britain and the US worry the dispute over their demand for extradition of Libyans charged with vaunt up a Pan Am jet over Lockerbie in 1988.	One case involved the extradition of Libyan suspects in the goat god Am Lockerbie bombing.	entailment	48
Libya's case against Britain and the US concerns the dispute over their take for extradition of Libyans charged with blowing up a pan out Am jet over Lockerbie in 1988.	One case involved the extradition of Libyan suspects in the Pan make up Lockerbie bombing.	entailment	48
Argentina sought help from Britain on its denationalisation program and encouraged British investment.	Argentina sought UK expertise on denationalization and agriculture.	not_entailment	49
Argentina sought help from Britain on its denationalization program and encouraged British investment.	genus argentina sought UK expertise on privatization and agriculture.	not_entailment	49
The researchers in the latest subject field run one group of mice a diet in which 60 percent of calories came from fat. The diet started when the mice, all males, were 1 year old, which is middle-age in shiner longevity. As expected, the mice presently developed signs of impending diabetes, with grossly expound livers, and started to die much oklahoman than mice run a standard diet.	At the age of one year, male mice were prey with a dieting in which 60 percent of calories came from fat.	entailment	51
The researchers in the latest cogitation fed peerless group of mice a diet in which 60 percent of calories follow from fat. The diet started when the mice, all males, were 1 class old, which is middle-age in mouse longevity. ampere expected, the mice soon developed signs of impending diabetes, with grossly enlarged livers, and started to die much sooner than mice fed a received diet.	At the age of one year, manful mice were fed with a diet in which 60 percent of kilogram calorie came from fat.	entailment	51
The soldiers, who were said to have been wearing Arab headdress, were accused of firing at iraqi police force when stopped at a road block.	The soldiers were driving a civilian car and were dressed in civilian clothes when a shooting submit place between them and iraqi patrols.	not_entailment	52
The soldiers, who were enounce to have been wearing Arab headdress, were accused of firing at iraki police when stopped at a road block.	The soldier were labour a civilian car and were dressed in civilian clothes when a shooting took place between them and Iraqi patrols.	not_entailment	52
The United States would same to see U.N. weapons inspectors give back to Iraq providing the Iraqis take concrete, affirmative and demonstrable actions "to show full co-operation" Clinton said.	U.N. arm inspectors could stay in Iraq, Clinton said.	not_entailment	53
along 12 August, the San Carlos Battalion came across mine range in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August, urban commandos took a patrol car by surprise and dropped a grenade inside the car, offend four and partially destruct the vehicle.	A patrol machine was attacked by the San Carlos Battalion.	not_entailment	54
On 12 August, the San Carlos Battalion came crossways mines placed in their track and one soldier was stamp out while two were seriously injured. Meanwhile on 10 August, urban commando took a patrol car by surprise and dropped a grenade privileged the car, injuring four and partially destroying the vehicle.	A police car was attacked by the San Carlos Battalion.	not_entailment	54
Startling new research into mobile phones claims they crataegus oxycantha reduce a man's sperm count by up to 30%.	Male natality may be affected by use of a mobile phones.	entailment	56
Startling new search into mobile phones claims they may reduce a man's sperm count by up to 30%.	Male fertility may be affected by use of a nomadic phones.	entailment	56
Workers at the Lufthansa Technik automotive found in Co capital of ireland are due to vote today on changes to work practice being essay by the company's management. The aircraft engine maintenace firm has warned that rejection of the proposition would threaten a planned €17230m investment in the Rathcoole found and put jobs at risk. LTA says it is not seeking any lay-offs or pay cuts and the planned investment would assure the future of the found for the next 15 years. The work-practice changes are being essay following the crumble of Labour Relations direction talks on the matter.	Lufthansa Technik Automotive flak 30 workers.	not_entailment	57
Workers at the Lufthansa Technik self propelling plant in Co dublin are due to vote today on changes to work practices being sought by the company's management. The aircraft engine maintenace firm has warned that rejection of the proposals would threaten a planned €17230m investment in the Rathcoole plant and commit jobs at risk. LTA enounce it is not assay any lay-offs or pay cuts and the planned investment would warrantee the future of the plant for the next 15 years. The work-practice changes are being sought following the collapse of lying in sexual intercourse mission talks on the matter.	Lufthansa Technik Automotive fires  workers.	not_entailment	57
Vice chairwoman Dick Cheney on Tuesday hurled an obscenity on the Senate floor to punctuate an tempestuous telephone exchange with Vermont Sen. Patrick Leahy as all senators gathered for their annual photo.	Cheney beshrew at Sen. Patrick Leahy.	entailment	59
inward the May 2005 general election michael Howard failed to unseat the british labour party Government, although the Conservatives did gain 33 seats, playing the most significant role in reducing Labour's majority from 167 to 66.	In the May 2005 general election conservativist got 33 seats.	not_entailment	60
In the May 2005 general election Michael Howard failed to unseat the labour Government, although the Conservatives did gain 33 seats, playing the most pregnant role in reducing Labour's legal age from 167 to 66.	inch the May 2005 general election Conservatives got 33 seats.	not_entailment	60
The norwegian Newspaper Corpus is a large and self-expanding corpus of norwegian newspaper texts. The compendium of this dynamic and continually growing corpus began in 1998.	Dagbladet is a norseman newspaper.	not_entailment	61
The Dutch, who ruled Indonesia until 1949, called the metropolis of Jakarta Batavia.	Formerly ( until 1949 ) Batavia, Jakarta is heavy city and capital of Indonesia.	not_entailment	62
The Dutch, who ruled Indonesia until 1949, called the urban center of Jakarta Batavia.	Formerly ( until 1949 ) Batavia, capital of indonesia is largest city and capital of Indonesia.	not_entailment	62
The name for the newest James Bond take has been announced today. The twenty second film, previously known only as "Bond 22", will be called "Quantum of Solace". EON Productions who are producing the take induce the announcement nowadays at Pinewood Studios, where production for the take has been under way since last year. The name of the take was revolutionize by a short story (of the same name) from For Your centre sole by Bond creator, Ian Fleming.	James hold fast was created by Ian Fleming.	entailment	63
The name for the novel James Bond shoot has been proclaimed today. The 22nd film, previously known only as "Bond 22", will be called "Quantum of Solace". EON output who are get the shoot made the announcement today at Pinewood Studios, where production for the shoot has been under way since survive year. The name of the shoot was inspired by a suddenly story (of the same name) from For Your Eyes Only by Bond creator, Ian Fleming.	James stick was created by Ian Fleming.	entailment	63
The stomachal bypass operation, also known as stomach stapling, has become the most common surgical procedure for treating obesity.	corpulency is medically treated.	entailment	64
The cost of the consumer of the United States cruel in June.	the states consumer spending dived in June.	not_entailment	65
The former leader of Iraq was rushed to hospital final stage Sunday after refusing to eat for xvi days. simply fit in to news agencies, he has ended the hunger strike by consume lunch at the court in Baghdad. "Saddam rust beef and rice and cola with bread which he brought from hospital," one source told Reuters news agency. He was fasting with three co-defendants, and they were demanding more security for their defense team lawyers, three of whom have been murdered.	Some aussie have fasted to protest.	not_entailment	66
The other leader of Iraq was rushed to hospital last Sunday after refusing to eat for xvi days. But agree to word agencies, he has ended the thirstiness strike by eating tiffin at the court in Baghdad. "Saddam ate beef and rice and cola with bread which he brought from hospital," one source told Reuters word agency. He was fast with three co-defendants, and they were demanding more security for their defence lawyers, three of whom have been murdered.	Some aboriginal australian have fasted to protest.	not_entailment	66
Sonia Gandhi can be defeated in the next election in India by BJP.	Sonia mohandas karamchand gandhi is defeated by BJP.	not_entailment	67
Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a serviceman that Israel can do business with.	Palestinian leader, Mahmoud Abbas, whitethorn be someone Israel can talk with.	entailment	68
Israeli Prime Minister Ariel Sharon has said that Mahmoud Abbas is a man that Israel can do patronage with.	Palestinian leader, Mahmoud Abbas, may be someone Israel can verbalize with.	entailment	68
The Tempe Hometown Premiere will have all the trappings of a mega-Hollywood upshot admit red carpet arrivals, klieg lights, screaming fans, paparazzi and media reporting of the film`s sensation headed by Wolverine himself, Hugh Jackman and admit Liev Schreiber, Ryan Reynolds, Taylor Kitsch, Lynn Collins, will.i.am and director Gavin Hood. watch a hard-fought contest stretching over grand of cities and towns across the United States, Tempe emerged triumphant in a far-reaching, citywide bid to nab the gala affair event. Mayor Hugh Hallman himself rallied the community, which step up with twelve of videos that were posted on YouTube.	Hugh Jackman plays the part of Wolverine in the movie.	entailment	69
In October, however, amid revolt tensions between the government and opposition groups, a railway car bomb seriously injured an opposition politician and killed his driver, in Beirut.	A member of the opposition was offend in a car bomb attack in Beirut.	entailment	70
hoosier state October, however, amid rising tensions between the government and opposition groups, a car bomb seriously offend an opposition politician and killed his driver, in Beirut.	A member of the foe was injured in a car bomb attack in Beirut.	entailment	70
Weinstock painstakingly reviewed dozens of read for evidence of any link between sunscreen use and either an addition or decrease in melanoma.	tegument cancer numbers increase.	not_entailment	71
Weinstock painstakingly reviewed dozens of read for evidence of any linkup between sunscreen use and either an increase or decrease in melanoma.	scramble cancer numbers increase.	not_entailment	71
Most the great unwashed are familiar with the idea of St. Bernards or other dog taking part in saving and recovery efforts. Robots might also take part in search and saving missions.	Robots are used to find miss victims.	entailment	72
Illinois born Charlton Heston was a 27-year-old actor from broadway and television when he go far in Hollywood for a five-picture contract with Hal Wallis.	Charlton Heston was stomach in Illinois.	entailment	73
Ruth's 1927 single season record of 60 home runs stood unsurpassed until Roger Maris hit sixty one in 1961.	Babe Ruth hit lx home runs in his lifetime.	not_entailment	74
Ruth's 1927 single season record of sixty home runs stood unsurpassed until Roger Maris hit 61 in 1961.	baby Ruth hit 60 home runs in his lifetime.	not_entailment	74
The german technology was employed to build Shanghai's existing magnetic levitation line, the first in the world to be used commercially.	magnetic levitation is commercially used.	entailment	75
Baker's voice will replace the earliest computer-synthesized voice that was antecedently used. BT say that his voice was chosen as it was instantly recognisable. It took him 11 days to record 11,593 phrases and strait which could then be broken down and reassembled by a computer to make freshly words. It then took quintet months to action these recordings to make a workable service. BT have say that there will be no barrier as to what Tom Baker's voice can 'say', including natural words. "What appeals to me most is the call back that I will be bringing good news to people whether it is a brash message, a birthday greeting, or just a quick hello," say Baker.	Tom Baker kit and boodle for BT.	entailment	77
The Norwegian alfred bernhard nobel Committee is responsible for the pick of the prospect and the choice of Prize succeeder for the Peace Prize. The Committee is composed of basketball team members appointed by the Storting (Norwegian parliament). The Peace Prize is awarded in Oslo, Norway and not in Stockholm, Sweden like the other alfred bernhard nobel Prizes.	Nobel Peace lever candidates have been chosen.	not_entailment	78
The Norwegian alfred nobel Committee is responsible for the selection of the candidates and the choice of Prize achiever for the Peace Prize. The Committee is composed of five members appointed by the Storting (Norwegian parliament). The Peace Prize is grant in Oslo, norge and not in Stockholm, sverige like the other alfred nobel Prizes.	Nobel public security Prize candidates have been chosen.	not_entailment	78
More than 150 dolphins, marine capsize and beaked whales have been washed up dead on beaches in Africa.	Dead dolphins, turtles and whales have been constitute on African beaches.	entailment	79
More than 150 dolphins, marine turtles and beaked whales have been washed up beat on beaches in Africa.	Dead dolphins, turtles and whales have been incur on African beaches.	entailment	79
Endon was respected for her humble, unassuming personality. She was popularly referred to as "Kak Endon," or "Elder Sister Endon." She identify she had cancer in 2002 after her twin sister, Noraini, was earlier diagnosed with the disease. Noraini died in 2003. Endon had a breast removed and traveled to the combine States on a regular basis for treatment. She returned to Malaysia from Los Angeles on Oct. 1 after fivesome daily round of chemotherapy since July. Endon had been deeply involved in knowingness programs for breast cancer, the main cause of illness-related human death for Malaysian women. She has articulate she refused to feel blue for herself, and matt up fortunate she could prevail the best medical treatment.	Noraini had a parallel sister called Endon.	entailment	80
Endon was respected for her humble, unassuming personality. She was popularly have to doe with to as "Kak Endon," or "Elder Sister Endon." She discovered she had cancer in 2002 after her twin sister, Noraini, was in the beginning diagnosed with the disease. Noraini died in 2003. Endon had a white meat removed and traveled to the United States regularly for treatment. She returned to Malaysia from Los Angeles on Oct. 1 after quintuplet rounds of chemotherapy since July. Endon had been profoundly involved in cognizance programs for white meat cancer, the main cause of illness-related fatalities for bahasa kebangsaan women. She has said she refused to experience sorry for herself, and experience fortunate she could get the intimately medical treatment.	Noraini had a twin sis called Endon.	entailment	80
The plaintiffs in this most recent wooing contend that Lee, Perlmutter, Arthur Lieberman and Avi Arad conspired in spoilt faith to conceal and malversate financial interests in Lee's creations specify to Stan Lee spiritualist in 1998. SLM's nuclear meltdown involved its early President Peter F. Paul take flight to Brazil, contributions made to Bill and Hillary Clinton, Paul's extradition and more. In 2007, SLM filed a $5 billion lawsuit in which it claimed co-ownership of all of Stan Lee's creations for Marvel.	edmund hillary Clinton is Bill's sister.	not_entailment	81
Ruth bounced back from his 1925 ailments and problems to star the american League in home runs with 47, 28 home runs more than anyone else.	Ruth hit forty seven runs in his lifetime.	not_entailment	83
Ruth bounced back from his 1925 ailments and trouble to lead the american language League in home runs with 47, 28 home runs more than anyone else.	Ruth rack up 47 runs in his lifetime.	not_entailment	83
On Tuesday, October 7, 2003, benedict arnold Schwarzenegger was elected Governor of California.	Arnold Schwarzenegger was elect Governor of California.	entailment	84
On Tuesday, October 7, 2003, Arnold Schwarzenegger was elect Governor of California.	Arnold Schwarzenegger was elective Governor of California.	entailment	84
Twelve of Jupiter's moons are relatively diminished and seem to have been more likely captured than to have been formed in domain around Jupiter.	jove has Twelve moons.	not_entailment	87
Zapatero visited the following cities in four days: Brasilia, São Paulo, Buenos Aires and Santiago diamond state Chile. According to prescribed sources these impose are the final part of the project he began at the EU-Latin American Summit in Guadalajara, Mexico and pursued in the Ibero-American meeting in rib Rica in November.	Zapatero participated in the Ibero-American meeting in rib Rica.	entailment	88
Jakarta lie down on a low, flat alluvial plain with historically extended swampy areas; the parts of the city farther inland are slightly higher.	The parts of Jakarta away from the coast are on slightly mellow land.	entailment	89
Jakarta lies on a low, flat alluvial plain with historically extensive quaggy areas; the parts of the metropolis farther inland are slightly higher.	The parting of Jakarta away from the coast are on slightly higher land.	entailment	89
As an active member of the National Guard, he was called to duty in 1941. Although Kennon did not see active combat, he did not return home from existence War  until whitethorn of 1945.	Kennon did not take part in WWII.	not_entailment	91
The Auburn High School Athletic Hall of Fame recently introduced its stratum of 2005 which includes 10 members.	The Auburn High school day Athletic Hall of Fame has ten members.	not_entailment	92
mexico CITY (Reuters) - A mortal strain of swine grippe never seen before has broken out in Mexico, cleanup as many as sixty people and call down fears it is spreading across North America. The World Health Organization said it was concerned about what it called 800 "influenza-like" cases in Mexico, and also about a confirmed outbreak of a modern strain of swine grippe in the United States. information technology said about sixty people had died in Mexico. Mexico's government said it had confirmed that at to the lowest degree 16 people had died of the swine grippe in central Mexico and that there could be some other 45 fatal victims.	800 Mexicans have been unnatural by a new form of swine influenza.	entailment	93
MEXICO CITY (Reuters) - A deadly strain of swine grippe never seen before has broken out in Mexico, sidesplitting as many as 60 people and farm venerate it is go around across second earl of guilford America. The mankind Health Organization said it was concerned about what it called 800 "influenza-like" cases in Mexico, and also about a confirmed outbreak of a new strain of swine grippe in the United States. it said about 60 people had died in Mexico. Mexico's government said it had confirmed that at least 16 people had died of the swine grippe in exchange Mexico and that there could be some other 45 fatal victims.	800 Mexicans have been affected by a newly form of swine influenza.	entailment	93
Doctors who treated Ayrton Senna after he crashed during the San Marino Grand Prix have denied allegations that the brazilian driver pop off at the Imola track.	Ayrton Senna had the accident that caused his end at the San Marino Grand Prix.	entailment	94
Doctors who treated Ayrton Senna after he crashed during the San Marino Grand Prix have denied allegations that the brazilian device driver died at the Imola track.	Ayrton Senna had the accident that do his death at the San Marino Grand Prix.	entailment	94
Two Turkish engineers and an Afghan transcriber kidnapped in December were freed Friday.	interpreter kidnapped in Iraq	not_entailment	95
Successful plaintiffs recovered punitory damages in Texas discrimination cases 53% of the time.	Legal costs to recuperate punitive damages are a deductible business expense.	not_entailment	96
