The woman hummed to herself.	She was nervous.	She was in a good mood.	cause	1	30
The man hated his new haircut.	He wore a hat.	He grew a beard.	effect	0	31
The police aimed their weapons at the fugitive.	The fugitive fell to the ground.	The fugitive dropped his gun.	effect	1	32
The patient was dehydrated.	The nurse tested his reflexes.	The nurse gave him an IV.	effect	1	33
The girl found the missing puzzle piece.	She completed the puzzle.	She took apart the puzzle.	effect	0	34
The man urgently leaped out of bed.	He wanted to shut off the alarm clock.	He wanted to iron his pants before work.	cause	0	35
The papers were disorganized.	I made photocopies of them.	I put them into alphabetical order.	effect	1	36
The woman won the lottery.	She bought a yacht.	She joined a church.	effect	0	37
The seamstress pushed the threaded needle into the fabric.	The thread wrapped around the needle.	The thread went through the fabric.	effect	1	38
The woman hired a lawyer.	She decided to sue her employer.	She decided to run for office.	cause	0	39
The tenant misplaced his keys to his apartment.	His landlord unlocked the door.	His landlord repaired the door.	effect	0	40
My favorite song came on the radio.	I covered my ears.	I sang along to it.	effect	1	41
The executive decided not to hire the applicant.	The applicant failed a background check.	The applicant had experience for the job.	cause	0	42
The man's eye became infected.	He went blind.	He put on glasses.	effect	0	43
The bird couldn't fly.	It migrated for the winter.	It injured its wing.	cause	1	44
The girl made a wish.	She saw a black cat.	She saw a shooting star.	cause	1	45
The woman shivered as she got out the pool.	She wrapped herself in a towel.	She poured herself some lemonade.	effect	0	46
The nurse prepared the needle for the patient's injection.	The patient bled.	The patient tensed up.	effect	1	47
The man threw out the bread.	It was fresh.	It was stale.	cause	1	48
The children knocked over a lamp.	They had a pillow fight.	They jumped on the bed.	cause	0	49
I drank from the water fountain.	I was thirsty.	I felt nauseous.	cause	0	50
The homeowners disliked their nosy neighbors.	They built a fence around their property.	They hosted a barbeque in their backyard.	effect	0	51
The bodybuilder lifted weights.	The gym closed.	Her muscles became fatigued.	effect	1	52
The cook stirred the ingredients in the bowl.	The ingredients melted.	The ingredients blended together.	effect	1	53
The man signed the document.	The transaction was voided.	The transaction became official.	effect	1	54
The police officer dropped the gun.	The gun recoiled.	The gun went off.	effect	1	55
The woman felt compelled to help someone in need.	She donated blood.	She wrote a poem.	effect	0	56
The woman felt lonely.	She renovated her kitchen.	She adopted a cat.	effect	1	57
I rubbed sandpaper on the wood.	The wood became smooth.	The wood became sticky.	effect	0	58
The crowd gave the band a standing ovation.	The band signed autographs.	The band reappeared on the stage.	effect	1	59
The man threw his empty can onto the street.	He was jumped from behind.	He was fined for littering.	effect	1	60
My stomach growled.	I forgot to eat breakfast.	I was full from breakfast.	cause	0	61
The boaters set off a flare.	Their boat drifted to shore.	Their boat was rescued.	effect	1	62
The man removed his coat.	He entered the house.	He loosened his tie.	cause	0	63
The family took their dog to the veterinarian.	The dog chewed on a bone.	The dog injured his paw.	cause	1	64
The woman dangled the biscuit above the dog.	The dog jumped up.	The dog scratched its fur.	effect	0	65
I learned how to play the board game.	My friend explained the rules to me.	My friend got the rules wrong.	cause	0	66
The man went away for the weekend.	He wanted to relax.	He felt content.	cause	0	67
The shop was closed.	The owner was helping customers.	The shop was undergoing renovation.	cause	1	68
The boy tuned the radio.	The station was playing rock music.	The station was coming in with static.	cause	1	69
The terrorist set off the bomb.	The bomb exploded.	The bomb was deactivated.	effect	0	70
The police handcuffed the suspect.	The police called for backup.	The suspect resisted arrest.	cause	1	71
The authorities vowed to protect the identity of the crime victim.	The victim struggled to recall details about the crime.	They withheld the victim's name from the public.	effect	1	72
The man's clothes fit loosely.	He bought them on sale.	He lost weight.	cause	1	73
The clock stopped ticking.	I took extra time to get ready.	The clock showed the wrong time.	effect	1	74
The man closed the umbrella.	He got out of the car.	He approached the building.	cause	1	75
The man craved a cigarette.	His family urged him to quit smoking.	He was addicted to nicotine.	cause	1	76
The man dropped food on the floor.	His dog jumped up on him.	His dog ran over to eat the food.	effect	1	77
The girl was angry with her friend.	The girl spread a rumor about her friend.	The girl told a secret to her friend.	effect	0	78
The fugitive hid from the police.	The police dropped the case.	The fugitive remained at large.	effect	1	79
I tipped the bottle.	The liquid in the bottle froze.	The liquid in the bottle poured out.	effect	1	80
The woman spoke with a foreign accent.	She came from a wealthy family.	She migrated from another country.	cause	1	81
The boy's mouth stung.	He ate a pepper.	He blew out the candle.	cause	0	82
I finished a page of the book.	I ripped out the next page.	I turned to the next page.	effect	1	83
The service at the restaurant was slow.	There were many empty tables.	The restaurant was crowded.	cause	1	84
I saw a woman getting robbed on the street.	I called 911.	I hailed a cab.	effect	0	85
My stomach hurt.	I jogged on the treadmill.	I ate birthday cake.	cause	1	86
I put my plate in the sink.	I finished eating.	I skipped dinner.	cause	0	87
The man closed the book.	He finished reading it.	It provoked him to think.	cause	0	88
The boy read the novel aloud to his grandfather.	His grandfather was deaf.	His grandfather was blind.	cause	1	89
My foot went numb.	I put my shoes on.	I shook my foot.	effect	1	90
The photographer got the child to smile.	The photographer quickly snapped the child's photo.	The photographer quickly changed the child's pose.	effect	0	91
The window was opaque.	The glass was stained.	The blinds were open.	cause	0	92
I slipped on the floor.	The tile was wet.	The tile was cracked.	cause	0	93
The man slid the razor across his chin.	His stubble grew.	His stubble disappeared.	effect	1	94
The woman took her family on vacation.	Her husband got laid off.	She received a salary bonus.	cause	1	95
The woman awakened.	She took sleeping pills.	Her husband was snoring.	cause	1	96
The woman sensed a pleasant smell.	She remembered to take her medication.	She was reminded of her childhood.	effect	1	97
The bar closed.	It was crowded.	It was 3 AM.	cause	1	98
The driver got pulled over by the police.	He was parking.	He was speeding.	cause	1	99
The teacher took roll.	She identified the students that were absent.	She gave her students a pop quiz.	effect	0	100
I pushed the pendulum.	It slowed to a stop.	It swung back and forth.	effect	1	101
The child kicked the stack of blocks.	The stack towered over the boy's head.	The blocks scattered all over the rug.	effect	1	102
The teenager ran away from home.	He relied on his parents.	His parents abused him.	cause	1	103
I botched the job interview.	The interviewer asked difficult questions.	I anticipated the interviewer's questions.	cause	0	104
The pharmaceutical company recalled the drug.	Users reported dangerous side effects.	Users got refills on their prescriptions.	cause	0	105
The man looked at his watch.	He realized he forgot something.	He realized he was early.	effect	1	106
I dabbed the floor with a paper towel.	I spilled juice on the floor.	The floor was permanently stained.	cause	0	107
The bartender refused to serve the patron.	The patron was alone.	The patron was drunk.	cause	1	108
I was confused by the professor's lecture.	I paid attention to the professor.	I asked the professor questions.	effect	1	109
The book was deemed inappropriate for children.	Schools banned it from its libraries.	Teachers required students to read it.	effect	0	110
The man begged for forgiveness.	The woman took pity on him.	The woman joked around with him.	effect	0	111
I received a package in the mail.	The package triggered my curiosity.	I took the package to the post office.	effect	0	112
The surfer caught the wave.	The wave carried her to the shore.	She paddled her board into the ocean.	effect	0	113
The speaker disarmed her debate opponent.	The speaker congratulated her opponent.	The speaker won the debate.	effect	1	114
I moved to a new city.	I found a better-paying job.	My son was born.	cause	0	115
I avoided giving a straight answer to the question.	The question made me uncomfortable.	I wanted to be honest.	cause	0	116
The student received detention.	He talked back to the teacher.	The teacher graded his homework.	cause	0	117
The boy's hands were shaking.	He planned to ask the girl out.	His palms were cold and sweaty.	cause	0	118
The fans in the stadium cheered.	The game ended in a tie.	The player scored.	cause	1	119
The girl went down the hill on her bike.	Her bike swerved.	Her bike sped up.	effect	1	120
A man cut in front of me in the long line.	I confronted him.	I smiled at him.	effect	0	121
The inside of the train went dark.	The train travelled through a tunnel.	The train ran off the tracks.	cause	0	122
The man contemplated the painting.	He felt in awe.	He collapsed.	effect	0	123
The turtle hid in its shell.	It ate a fish.	It detected a predator.	cause	1	124
The girl handed down her clothes to her younger sister.	The clothes were tattered.	She outgrew the clothes.	cause	1	125
Several witnesses of the crime testified against the suspect.	The suspect was acquitted.	The suspect was convicted.	effect	1	126
The parents left their children with a babysitter.	Their youngest child started attending preschool.	They made plans to celebrate their anniversary.	cause	1	127
The trip took a long time.	 The driver talked the whole way.	The driver made a wrong turn.	cause	1	128
The product was heavily advertised.	Consumers recognized the product.	The product became outdated.	effect	0	129
I rubbed the soap between my hands.	The soap foamed.	My hands went numb.	effect	0	130
The cowgirl threw her lasso towards the horse.	The lasso grabbed onto the horse.	The horse trotted into the barn.	effect	0	131
The group overlooked the woman's faux pas.	The woman was relieved.	The woman apologized.	effect	0	132
The girl came across an unfamiliar word in her textbook.	She looked the term up in the dictionary.	She chucked the textbook across the room.	effect	0	133
The man became disabled.	His family offered him financial support.	His family cut off contact with him.	effect	0	134
The flashlight was dead.	I took it apart.	I replaced the batteries.	effect	1	135
The skunk sprayed the dog.	The dog emitted a foul smell.	The skunk roamed the woods.	effect	0	136
I scratched my skin.	My itch went away.	My scar faded.	effect	0	137
I wrote a thank-you note to my grandmother.	She became forgetful.	She sent me a gift.	cause	1	138
A burglar broke into the house.	The homeowners were asleep.	The security alarm went off.	effect	1	139
I held the door for the woman entering behind me.	The door slammed shut.	The woman thanked me.	effect	1	140
The mirror in the bathroom fogged up.	The girl turned on the fan.	The girl applied her makeup.	effect	0	141
The security guard tackled the man.	The man reached into his pocket.	The man displayed a weapon.	cause	1	142
The driver rotated the steering wheel.	The car halted.	The car turned.	effect	1	143
The army surrendered the battle.	They were outnumbered.	They stormed the city.	cause	0	144
The navy bombed the ship.	The ship crashed into the pier.	The ship's debris sunk in the sea.	effect	1	145
I ironed my shirt.	It was clean.	It was wrinkled.	cause	1	146
The girl felt dizzy.	She lost her balance.	She did stretches.	effect	0	147
The driver pulled over to the side of the road.	He went through an intersection.	He noticed a stranded vehicle.	cause	1	148
The hospital sent the patient home.	The patient's symptoms cleared up.	The patient's family visited him.	cause	0	149
The child caught a life-threatening illness.	She didn't get vaccinated.	She was adopted.	cause	0	150
We found empty seats in the theatre.	The film began.	We sat down.	effect	1	151
The parents recognized their daughter's creativity.	They taught her how to ride a bike.	They encouraged her to become an artist.	effect	1	152
The boy turned the lid on the jar.	The jar became warm.	The lid came off.	effect	1	153
The woman received a diploma.	She enrolled in college.	She graduated from college.	cause	1	154
I chugged the pitcher of water.	I walked upstairs.	I ran five miles.	cause	1	155
I came upon a puddle on the sidewalk.	I leapt over the puddle.	I played in the puddle.	effect	0	156
The woman covered her ears.	The fire alarm blared.	The woman smelled smoke.	cause	0	157
The archeologist dug up the site.	She excavated ancient artifacts.	She read about the site's history.	effect	0	158
The audience booed the comedian off the stage.	He told a racist joke.	He entertained the audience.	cause	0	159
The coach gave his player a high five.	The player got a penalty.	The player scored a point.	cause	1	160
I tossed the ball upwards.	The ball rolled across the ground.	The ball hit the ceiling.	effect	1	161
My breath smelled of garlic.	I wiped my mouth.	I brushed my teeth.	effect	1	162
The man was lost.	He asked for directions.	He drew a map.	effect	0	163
The baby pulled the mother's hair.	The baby burped.	The mother grimaced.	effect	1	164
I stood on one foot.	My balance wavered.	I kneeled down.	effect	0	165
I pushed the gas pedal.	The car accelerated.	The car door opened.	effect	0	166
My car was towed.	I parked illegally.	I jumped the battery.	cause	0	167
The woman got away with the crime.	Her accomplice was apprehended.	She destroyed the evidence.	cause	1	168
The dust came off the desk.	I wiped the desk with a cloth.	I removed the books from the desk.	cause	0	169
The motorcyclist twisted the throttle.	The motorcycle coasted to a halt.	The motorcycle shot forward.	effect	1	170
The teacher caught the student chewing gum.	The gum stuck to the student's shoe.	The student spit out the gum.	effect	1	171
The host served dinner to his guests.	His guests were gracious.	His guests went hungry.	effect	0	172
The boy climbed the tree.	A cat got stuck in the tree.	A bird built a nest in the tree.	cause	0	173
The chair squeaked.	The man carried the chair to his office.	The man scooted the chair closer to his desk.	cause	1	174
The father shut off the children's television.	It was bedtime for the children.	The children were watching cartoons.	cause	0	175
The man held his breath.	He went underwater.	He treaded water.	cause	0	176
I clumsily bumped into the stranger.	I ran away.	I apologized to him.	effect	1	177
The boat capsized.	The captain raised the sail.	It was caught in a hurricane.	cause	1	178
The mother suspected that her son was lying.	He refused to talk to her.	He avoided making eye contact with her.	cause	1	179
The young woman was denied entrance into the bar.	Her friends stood her up.	She forgot her ID.	cause	1	180
A crater formed on the moon.	A comet passed by the moon.	A comet collided with the moon.	cause	1	181
I planted the seeds in the soil.	I watered the soil.	The seeds sprouted.	effect	1	182
The benefactor requested to stay anonymous.	He wanted to maintain his privacy.	He supported the cause behind his donation.	cause	0	183
The woman felt ashamed of scar on her face.	She explained the scar to strangers.	She hid the scar with makeup.	effect	1	184
The doctor x-rayed the patient's arm.	He discovered that the patient's arm was broken.	He put the patient's arm in a cast.	effect	0	185
The boy filled the bucket with sand.	He was collecting seashells in the sand.	He was building a sand castle.	cause	1	186
The woman upgraded her computer hardware.	She deleted old files on the computer.	She installed new software on the computer.	effect	1	187
The girl performed in a dance recital.	Her parents showed her how to dance.	Her parents came to watch the recital.	effect	1	188
The baby was wailing in his crib.	The mother picked up the baby.	The baby crawled to the mother.	effect	0	189
The woman had a religious awakening.	She began going to church.	She began travelling abroad.	effect	0	190
The bureau drawers were cluttered.	I threw away unnecessary contents.	I locked the drawers shut.	effect	0	191
The student flaunted his test grade to his classmates.	He received a perfect score.	He feigned interest in the class.	cause	0	192
The boy felt homesick.	He went away to camp.	He bickered with his sister.	cause	0	193
The rocket flew up into the sky.	The girl launched it.	The girl designed it.	cause	0	194
The boy murmured his reply to his mother.	His mother told him to whisper.	His mother told him to speak up.	effect	1	195
My flight got delayed.	Tornadoes were sighted in the area.	I was held up at airport security.	cause	0	196
The smoke alarm went off.	I lit a candle.	I burnt my dinner.	cause	1	197
The vase broke.	I stenciled it.	I glued it back together.	effect	1	198
The woman felt an electric shock.	She grabbed the doorknob.	She pounded on the door.	cause	0	199
The man had lipstick on his cheek.	The woman kissed him.	The woman made him blush.	cause	0	200
I jumped instinctively in fright.	I sensed someone approaching me from behind.	I heard people chuckling in the adjacent room.	cause	0	201
The gardener wanted his plants to flourish.	He planted a variety of seeds.	He put fertilizer in the soil.	effect	1	202
A water pipe in the house burst.	The water was unsanitary.	The pipe froze.	cause	1	203
The waistband on my pants was loose.	I put on a belt.	I put on a hat.	effect	0	204
The company lost money.	Its products received positive consumer reviews.	Some of its products were manufactured defectively.	cause	1	205
The tenants were evicted from the apartment.	They neglected to pay their rent.	They got along with their landlord.	cause	0	206
The man woke up with a toothache.	He missed an appointment with the dentist.	He made an appointment with the dentist.	effect	1	207
The team lost the game.	Their best player was injured.	Their coach pumped them up.	cause	0	208
The parents forbade their children from watching the movie. 	The movie was rated R.	The movie was animated.	cause	0	209
The woman deleted the email.	The sender tried to solicit money from her.	The sender requested a response from her.	cause	0	210
The police eliminated the woman from the list of suspects.	The police interrogated her.	Her alibi checked out.	cause	1	211
The climbers reached the peak of the mountain.	They encountered an avalanche.	They congratulated each other.	effect	1	212
The vandals threw a rock at the window.	The window cracked.	The window fogged up.	effect	0	213
The fortune teller's revelations were convincing.	She received many returning customers.	Many customers asked for refunds.	effect	0	214
The woman's makeup smeared.	She brushed her hair.	She wiped her eyes.	cause	1	215
The company's profits started to level off.	It increased its marketing efforts for new products.	It moved its headquarters to a suburban location.	effect	0	216
The student's answer on the exam was incorrect.	The teacher added bonus points to the student's grade.	The teacher subtracted points off the student's grade.	effect	1	217
The girl wanted to demonstrate proper etiquette.	She threw away her napkin after eating.	She put her napkin on her lap before eating.	effect	1	218
The detective flashed his badge to the police officer.	The police officer confiscated the detective's badge.	The police officer let the detective enter the crime scene.	effect	1	219
The girl wanted to make her mother happy.	The girl ate the cookies her mother baked.	The girl picked a flower for her mother.	effect	1	220
The toddler started crying.	Her parents took away her toy.	Her parents gave her a toy.	effect	1	221
The stranger cried out to me in a foreign language.	I stared blankly at him.	I stopped to chat with him.	effect	0	222
The man uncovered incriminating evidence against his enemy.	The man avoided his enemy.	The man blackmailed his enemy.	effect	1	223
The girl pushed herself off the top of the slide.	She glided down the slide.	She crawled up the slide.	effect	0	224
My jaw dropped open.	I was unhappy.	I was shocked.	cause	1	225
The child disobeyed her parents.	Her parents hugged her.	Her parents punished her.	effect	1	226
The car looked filthy.	The owner took it to the car wash.	He owner took it in for a paint job.	effect	0	227
My friend paid for my ticket.	I sought a refund.	I paid her back.	effect	1	228
The woman was wrongly convicted for the crime.	The jury was fair.	She was framed.	cause	1	229
The girl applied the scissors to the paper.	The paper sliced apart.	The paper crinkled.	effect	0	230
The woman visited her family.	She distrusted them.	She missed them.	cause	1	231
I burst into a fit of laughter.	My teeth began to chatter.	My eyes welled up with tears.	effect	1	232
The school principal implemented a dress code.	Students protested the decision.	Students were expelled from school.	effect	0	233
The balloon expanded.	I blew into it.	I pricked it.	cause	0	234
I wanted to lighten the mood of the conversation.	I remained quiet.	I told a joke.	effect	1	235
The man broke his toe.	He got a hole in his sock.	He dropped a hammer on his foot.	cause	1	236
The man had an attack of conscience.	He manipulated his friend.	He admitted his indiscretion.	effect	1	237
A fistfight broke out in the hall of the school.	The principal suspended the students involved.	The principal called off classes for the day.	effect	0	238
The photo albums collected dust in the attic.	They remained untouched for years.	The family reminisced over the photos.	cause	0	239
I got distracted from my conversation with the woman.	Everyone in the room was talking.	The woman was telling a funny story.	cause	0	240
I put coins in the washing machine at the laundromat.	The machine powered on.	I ran out of laundry detergent.	effect	0	241
The family postponed the barbeque.	The forecast called for storms.	It was a holiday weekend.	cause	0	242
Air leaked out of the beach ball.	It was inflated.	There was a hole in it.	cause	1	243
Our group's conversation gradually lulled to silence.	I felt awkward.	I became enraged.	effect	0	244
I clenched the candy wrapper in my fist.	The wrapper crinkled.	The wrapper ripped.	effect	0	245
The woman pressed down on the piano key.	A sound played.	The key got stuck.	effect	0	246
The girl met her favorite actor.	She went to see his new film.	She asked him for his autograph.	effect	1	247
The vehicles travelled slowly.	It was cloudy.	It was foggy.	cause	1	248
The chandelier shattered on the floor.	The chandelier dropped from the ceiling.	The chandelier's lights flickered on and off.	cause	0	249
The cat purred.	It scratched me.	I petted it.	cause	1	250
The boy pushed his sister.	His sister tattled on him.	They played hide and seek.	effect	0	251
The man gained weight.	He got his suit altered.	He got his shoes shined.	effect	0	252
The clouds looked dark.	I brought my laptop to work.	I brought my umbrella to work.	effect	1	253
The engine of the airplane was faulty.	The airplane crashed.	The pilot made an error.	effect	0	254
Cars moved to the shoulder of the road.	The traffic light turned green.	A screaming ambulance approached.	cause	1	255
The boy lost hold of the bar of soap.	The bar was slippery.	The bar emitted a fragrance.	cause	0	256
The button on my shirt fell off.	I sewed the button back on.	I glued the button back on.	effect	0	257
The celebrity wore sunglasses.	She wanted to thank her fans.	She wanted to avoid recognition.	cause	1	258
My grandmother passed away.	My family held a funeral.	My family held a reunion.	effect	0	259
The police officer pulled over the celebrity.	The celebrity offered the officer a bribe.	The celebrity sued the police officer.	effect	0	260
The man revealed personal information to the therapist.	He trusted the therapist.	He disagreed with the therapist.	cause	0	261
The man fell unconscious.	The assailant struck the man in the head.	The assailant took the man's wallet.	cause	0	262
I approached the man.	He looked busy.	He looked familiar.	cause	1	263
The leader received praise.	He fought poverty.	He raised taxes.	cause	0	264
The man read the cartoon in the newspaper.	He sipped coffee.	He chuckled.	effect	1	265
My mailbox was overflowing with letters.	The lid on the mailbox broke.	I went on vacation for two weeks.	cause	1	266
The bananas ripened.	We squeezed them.	We ate them.	effect	1	267
The chef pressed down on the dough.	The dough crumbled.	The dough flattened.	effect	1	268
The clay hardened.	The potter rolled the clay into a ball.	The potter put the clay in the oven.	cause	1	269
My feet were blistered.	I went hiking.	I went swimming.	cause	0	270
The woman betrayed her friend.	Her friend sent her a greeting card.	Her friend cut off contact with her.	effect	1	271
The man took notice of the woman.	He caught a whiff of her perfume.	He had his back turned to her.	cause	0	272
The woman and her boyfriend got into a fight.	They stopped seeing each other.	They planned a vacation together.	effect	0	273
The bully stuck his foot out in front of his classmate.	The bully picked up his classmate.	The bully's classmate tripped.	effect	1	274
The man wanted to get revenge on his enemy.	The man framed his enemy for a crime.	The man declared a truce with his enemy.	effect	0	275
I drank a cup of coffee.	My yawning ceased.	I nodded off to sleep.	effect	0	276
The woman was mistaken for her sister.	The woman was close with her sister.	The woman looked like her sister.	cause	1	277
The man made an error in his calculations.	He checked his work.	His work was hasty.	cause	1	278
The woman's eyeglasses fogged up.	She reclined by the pool.	She entered the sauna.	cause	1	279
The shopper wondered about the cost of the item.	He checked its price tag.	He decided to buy it.	effect	0	280
The host of the trivia show called on the contestant for an answer.	The contestant was in the lead.	The contestant rang the buzzer.	cause	1	281
The boy was afraid to go to bed.	He turned on his nightlight.	He watched a horror movie.	cause	1	282
The woman wanted to be a doctor.	She visited the hospital.	She went to medical school.	effect	1	283
The boy found the television show boring.	He recorded it.	He shut it off.	effect	1	284
My daughter suffered an allergy attack.	I encouraged her to take deep breaths.	I took her to the emergency room.	effect	1	285
The boy had trouble buttoning his shirt.	He refused to wear the shirt.	He asked his mother for help.	effect	1	286
I spit out my chewing gum.	I blew a bubble with the gum.	The gum lost its flavor.	cause	1	287
The boy painted a picture for his mother.	His mother hung the picture on the wall.	His mother sold the picture to a gallery.	effect	0	288
The competition ended.	The teams got pumped up.	The teams shook hands.	effect	1	289
The girl politely declined the hamburger.	She was a vegetarian.	She liked fast food.	cause	0	290
I scrubbed the stain on the floor.	I got rid of the stain.	I got dirt on the floor.	effect	0	291
The documents contained important information.	I paper clipped them together.	I kept them in a secure place.	effect	1	292
The egg splattered.	I dropped it.	I boiled it.	cause	0	293
The girl pushed her friend.	Her friend choked.	Her friend fell over.	effect	1	294
A group of teenagers crashed the party.	The host of the party kicked them out.	The host of the party invited them in.	effect	0	295
The man took a shower.	He was sweaty from working out.	He opened a new bar of soap.	cause	0	296
The screen on the laptop went black.	The laptop's warranty expired.	The laptop's battery died.	cause	1	297
The book became a huge bestseller.	It was adapted into a movie.	The author faded into obscurity.	effect	0	298
The man felt thankful to be alive.	He was cured of cancer.	His wife was diagnosed with cancer.	cause	0	299
The woman wrote a check to the gas company.	She preferred paying by cash.	She received her monthly bill.	cause	1	300
The woman felt reluctant to switch careers.	She made a lot of money in her current occupation.	She endured a lot of stress in her current occupation.	cause	0	301
The woman filed a restraining order against the man.	The man called her.	The man stalked her.	cause	1	302
The ocean tide was dangerous.	The swimmers put on more sunscreen.	The swimmers returned towards the shore.	effect	1	303
The woman refused a second beer.	She was the designated driver for the night.	She was familiar with the bartender.	cause	0	304
I ran out of breath.	I climbed several flights of stairs.	I read several chapters of the book.	cause	0	305
The woman was deemed mentally ill.	She was sent to a psychiatric institution.	She sought a career as a psychiatrist.	effect	0	306
The sun emerged from the clouds.	The woman glanced at her watch.	The woman took her sweater off.	effect	1	307
The football coach lost his voice after the game.	He yelled whenever a player fumbled the ball.	He whistled whenever a player scored a touchdown.	cause	0	308
The woman complimented the man.	He sneezed.	He blushed.	effect	1	309
I applied pressure to the cut on my arm.	It healed.	It stopped bleeding.	effect	1	310
The woman had an infection.	She took antibiotics.	She washed her hands.	effect	0	311
The woman was summoned for jury duty.	She contacted her lawyer.	She cancelled her appointments.	effect	1	312
The woman fanned herself with her hand.	She installed the air conditioner in the room.	The air conditioner in the room broke.	cause	1	313
The doctors amputated the patient's leg.	It was badly bruised.	It was severely infected.	cause	1	314
The girl stared at herself in the mirror.	She felt self-conscious.	The mirror was smudged.	cause	0	315
The man was bitten by mosquitoes.	He went camping in the woods.	He fell asleep on his couch.	cause	0	316
The woman presented her brother with a gift.	Her brother refused to accept the gift.	Her brother unwrapped the gift.	effect	1	317
The administrator cleared her throat.	The meeting was postponed.	The meeting commenced.	effect	1	318
The children ran through the sprinkler.	They ate popsicles.	They were hot.	cause	1	319
The man needed coins to fill the parking meter.	He searched under his car seats for loose change.	He begged people on the street for loose change.	effect	0	320
The customer thought the souvenir was overpriced.	The vender sold it to him.	He bargained with the vendor.	effect	1	321
The scientist gained recognition.	She discovered a new species.	She received tenure at the university.	cause	0	322
The car stopped at the crosswalk.	The pedestrian crossed the road.	The pedestrian waited on the sidewalk.	effect	0	323
The boy giggled uncontrollably.	His brother tickled him.	His brother kicked him.	cause	0	324
My knees buckled on the stairs.	I caught myself on the railing.	The railing came loose from the wall.	effect	0	325
I went to bed.	It was a clear night.	It was late.	cause	1	326
My friend was recovering from surgery.	I dropped her off at the hospital.	I brought her a card and flowers.	effect	1	327
The DJ turned the music on.	People left the party.	People began to dance.	effect	1	328
The security guard replayed the surveillance footage.	The surveillance camera was out of focus.	He noticed some suspicious activity.	cause	1	329
I lingered in bed upon awakening.	I was hungry.	It was Saturday.	cause	1	330
The man lifted the heavy box.	He put out his back.	He scratched his back.	effect	0	331
The woman's purse was missing.	It contained a lot of junk.	She left it unsupervised.	cause	1	332
The woman suffered amnesia.	She had an allergic reaction.	She got into a car accident.	cause	1	333
I needed to get cash.	I went to the bank.	I bought a wallet.	effect	0	334
The rider fell to the ground.	The bull bucked the rider.	The bull chased the rider.	cause	0	335
The boy wanted to be muscular.	He lifted weights.	He played computer games.	effect	0	336
The scientist conducted an experiment.	She validated her theory.	She fabricated her data.	effect	0	337
The milk stayed cold.	It was pasteurized.	I stored it in the refrigerator.	cause	1	338
The fussy baby calmed down.	The parents shook a rattle in front of the baby.	The parents picked out a name for the baby.	cause	0	339
I put ice cubes in the hot soup.	The soup cooled down.	The soup became thick.	effect	0	340
The girl shared her lunch with her friend.	Her friend forgot to bring his lunch.	Her friend sat next to her at lunch.	cause	0	341
The police closed the investigation.	They apprehended the suspect.	The victim recovered.	cause	0	342
