And what she had said, and went on saying quietly, calmly, efficiently, was that she loved Maggie. She paid attention. At eight Maggie had not known that her grandmother was famous but she had seen that people had something in their manner when they looked at Rachel.	Maggie's grandmother was famous	entailment	38
They 'd seen Miss Lavant on the promenade and about the town, always walking slowly, sometimes with a neat wicker basket. Kate had often thought she was beautiful. She hadn't known she was in love with Dr Greenslade who had a wife already and three children.	Miss Lavant was in love with Dr Greenslade	entailment	39
Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry? Did he intend to ignore her completely? Then Isabel saw Ellen's stunned face and realised that her maid at least did not know she had spent the night alone.	Isabel had spent the night alone	entailment	40
Most of them young, about his age, stood and talked and drank and laughed. The two girls he had noticed earlier were standing talking to some other girls. Graham hoped they all realised that just because he was standing talking to Slater that didn't mean he was gay too.	Graham was gay too	contradiction	41
He said that maybe I wasn't ready to join the Party just yet. Terry's passion for equality appealed to my purer mind, and his hatred of existing authority appealed to my resentments. But although I hated inequality it didn't mean I wanted to be treated like everyone else.	he wanted to be treated like everyone else	contradiction	42
``Oh, my poor Folly... We 've been together for five years, Lexy and I - she practically holds that company together. Of course I gave her an ``A''. But that doesn't mean I'm having an affair with her.	he is having an affair with Lexy	contradiction	43
Nevertheless, her heart sank at the thought of spending an evening with him in his present state of mind, and she was tempted to invent a sore throat in order to get out of it. But he had been very helpful over the Puddephat business, she admitted to herself, and his moods were unpredictable - he might be on top of the world by the time he arrived at the cinema. ``I'm still keen if you are '' she said brightly pretending she had not noticed anything was amiss.	something was amiss	entailment	44
What must it be like to be imprisoned here, day after day, month after month? I wonder, does he keep them chained and manacled, thought Fenella, or does he use sorcery? And so utterly immersed was she in this strange blue and green land that was not feeling strange any more that she did not even notice that she was weighing sorcery against steel chains and seriously considering the likely outcome.	Fenella was weighing sorcery against steel chains	entailment	45
Strasbourg, Vienna, Bucharest, Istanbul, not stopping, not looking back. I saw her tossing newly gauffred curls as the open roadster headed east, away from Ollie... Temporarily I managed to re-erect my jocular facade, but inside I was panicking. He could take her away I thought he could just do that he has such power to hurt me this little furry creature who hasn't even noticed that I 've given up the weed.	he has given up the weed	entailment	46
It - the tractor, the boys and the bulbs in the earth - knew she had chosen for them and was coming back to them. Of course there was still love, there was healthy, growing love and its name was called Work. She had fallen in love with it so slowly and gently and sweetly that she had never noticed it had happened.	falling in love had happened	entailment	47
After the twelfth dot, two thirds of the way down the page, the transcript of this long session tails away into blank paper. I suppose what's happened is this. He has gone on staring out of the window thinking and she has gone on staring at him waiting with such absorption that neither of them noticed the tape had run out.	the tape had run out	entailment	48
``His name is Matthew Blake,'' Mandy informed Charity as they descended the steps from their cabin on to the paved pathway that led to the lodge. Thankfully she hadn't even noticed that Charity had changed from the blue wrap-around skirt and was now wearing red shorts with her white silk blouse.	Charity had changed from the blue wrap-around skirt	entailment	49
``These ` ere smugglers is a dangerous bunch from wot I 've ` eard!'' ``If only we could devise a safe way of laying our hands on all that money,'' murmured Pugwash, whose greed was as proverbial as his cowardice. And the pirates were so busy discussing the problem and what they would do with the reward if they won it that they didn't notice that they were being observed from the window above by none other than the new Mayor and his entourage.	the pirates were being observed from the window above by none other than the new Mayor and his entourage	entailment	50
Ockleton, Morpurgo, Cornelius, Dysart and half a dozen others too drunk to mention. But there was so much coming and going that any one of us could have slipped out, pushed Everett through the window and slipped back again without being noticed. Damn it all we didn't even notice Everett was missing until a porter tripped over him in the quad so anything's theoretically possible.	Everett was missing	entailment	51
His hair was white, as my daughters reported when they went to view the body before it was given to the Odonata. Now he is known as The Man Who Changed the World, and there are statues to him everywhere. No one remembers he had a younger brother.	The Man Who Changed the World had a younger brother	entailment	52
Oh, I did, I did! I was lucky. I would have liked brothers and sisters but I don't remember that I was ever lonely.	she was ever lonely	contradiction	53
Her priggishness. I admire it. I know she does wrong things she tries to organize other people's lives she can't see Mr Knightley is a man in a million.	Mr Knightley is a man in a million	entailment	54
Only she herself knew the evil thoughts she had and how effortlessly they could be translated into action. ``I 'll make a cup of tea.'' No she would not tell Peter that the person he loved most in the world was dead.	the person Peter loved most in the world was dead	entailment	55
``It's not your day, is it, dear?'' ``No, but they 've got to be done, and Shirley's making the tea.'' Ianthe had not told her mother that she sometimes had to dust the books in the library.	Ianthe sometimes had to dust the books in the library	entailment	56
He pulled occasionally, his arms tiring. Conker slowed a little, but the branches were coming too fast, he had to lean right forward and couldn't use his hands. He remembered the gate at the end of the track had time to hope it was open because he didn't think Conker could jump it.	Conker could jump the gate	contradiction	57
But he ended up eating it himself. I was reluctant to kiss my mother, afraid that somehow her weakness and unhappiness would infect me. Naturally I didn't think for a minute that my life and spirit could stimulate her.	her life and spirit could stimulate her mother	contradiction	58
``Ely,'' I said (that was her name and the first time I 'd ever used it), ``I want to be free.'' She looked stunned. I don't think she 'd considered this.	Ely had considered him wanting to be free	contradiction	59
I'm sorry, I 've put you in an invidious position. If you're being run by Morton, he 'll want to hear all this. It won't do any harm but I 'd rather not give him food for thought because I consider him an idiot and I don't think he's capable of interpreting it correctly.	Morton is capable of interpreting this food for thought correctly	contradiction	60
The big Norwegian shook his head, frowning. ``Jeg fonstAr ikke.'' I don't think he found Ward's accent at all easy and anyway like many foreigners he found it easier to speak English than to understand it.	the big Norwegian found Ward's accent at all easy	contradiction	61
You really don't know anything about me, do you, despite all that wallowing in my mind? As it happens I don't think I'm the right person to lead humanity into the future no.	she is the right person to lead humanity into the future	contradiction	62
It's where the bands practise. I can't remember what band Petra's in, but I seen them practise once. They were OK but I didn't think they was brilliant.	Petra's band was brilliant	contradiction	63
She swallowed hard, unsure if she had the nerve to go ahead. The memory of the pain in Tara's eyes last night decided her. Did he really expect her to believe that Tara was only the housekeeper?	Tara was only the housekeeper	contradiction	64
If there are spirits at work at the time, they come only from yourself, not from the fume of the incense. Why should spirits aid living beings? What arrogance is it that drives people to believe they can have power over them?	people can have power over spirits	contradiction	65
Why should this topic matter? You talked about everything else as you usually do. Why should I feel Maelmuire is important?	Maelmuire is important	contradiction	66
It is all very well, in these changing times, to adapt one's work to take in duties not traditionally within one's realm. But bantering is of another dimension altogether. For one thing how would one know for sure that at any given moment a response of the bantering sort is truly what is expected?	at any given moment a response of the bantering sort is truly what is expected	neutral	67
But the horror of losing was as much to do with money as with pride. Biddy had never let them down, come without fail all through the bad weather, and now was giving Nails an intensive course on her own horse which - in terms of money - was worth another couple of hundred pounds. Yet surely she knew they had no way of paying should she demand it?	they had no way of paying	entailment	68
I ducked so fast I wasn't sure whether he 'd seen me or not, but it gave me a prickly feeling just to imagine it, so I scuttled for the door and legged it up the spiral stairway three steps at a time, just in case. As I ran, I remember thinking stupid thoughts like. How did he know I was up here looking down?	he was up there looking down	entailment	69
At the heart of the universe there is cruelty. We are predators and are preyed upon, every living thing. Did you know that wasps lay their eggs in ladybirds piercing the weak spot in their armour?	wasps lay their eggs in ladybirds	entailment	70
``I wanted to tell you. But the Bookman asked me to keep our meeting a secret.'' How did you know I 'd met him?	he had met the Bookman	entailment	71
She rubbed them away with an angry fist. She was a fool to let anyone get round her. How long before she learned that folk 'll always take advantage of weakness?	folk 'll always take advantage of weakness	entailment	72
At length she decided that there was nothing to be gained by worrying her. Probably there was some quite innocent explanation, which Roger Kenyon would give her when she returned the wallet - if, indeed, it were his. And yet why had his manner changed so abruptly when he learned that the girl whose hat he had rescued was going to live at Sunset Cottage?	the girl whose hat Roger Kenyon had rescued was going to live at Sunset Cottage	entailment	73
Anna looked at Peter again and said to herself in a guilty whisper, ``Will he become even more difficult?'' She wondered if a stranger could tell that he was difficult, just by looking at him. Would such a person watching Peter now reading the prayers of Rite B in his level pleasant voice notice that resentment lay like his blood just under his skin because the life he had chosen had not turned out as he had expected it to?	resentment lay just under Peter's skin	entailment	74
Jean was tough and liked to drink. She would endure for a long while yet. But what would she do when she realized that with things as they were she was on a life sentence not just a temporary suspension of essential pleasure?	Jean was on a life sentence	entailment	75
``Clever''. Klug means ``clever''. Would you say that Abie was clever?	Abie was clever	neutral	76
The Susweca. It means ``dragonfly'' in Sioux, you know. Did I ever tell you that's where Paul and I met?	Susweca is where she and Paul met	entailment	77
How do you know? she was going to ask, but his smile was answer enough. If DeVore said there was going to be a vacancy there would be a vacancy.	there was going to be a vacancy	entailment	78
She didn't know if they had given themselves sufficient time to think things over before they married - that was the kind of question her sister Louise asked. Edward stayed in the Engineers for a bit, then came out and was not very successful in finding a job to suit him. That wasn't his fault and if anyone said that it was Nenna would still feel like poking a hole in them.	it was Edward's fault	contradiction	79
Indeed, in those busy days, our servants ' hall would often witness a gathering of some of the finest professionals in England talking late into the night by the warmth of the fire. Sometimes, naturally, there would be strong disagreements, but more often than not, the atmosphere was dominated by a feeling of mutual respect. Perhaps I will convey a better idea of the tone of those evenings if I say that regular visitors included the likes of Mr Harry Graham valet-butler to Sir James Chambers and Mr John Donalds valet to Mr Sydney Dickenson.	regular visitors included the likes of Mr Harry Graham valet-butler to Sir James Chambers	entailment	80
At this time of year not much, it's been a dryish summer, and there's not a lot of water coming down. Say half a knot - and that's probably an over-estimate. If you say that a freely-floating body - and the weights would help a bit there because they'd keep it under water and out of any wind - moves down on the ebb at an average of a bit under two knots you'd not be far wrong.	a freely-floating body moves down on the ebb at an average of a bit under two knots	entailment	81
However, I will let the gynandrous renegade stay here under one condition. If Penumbra questions either of us, we will not lie. If she suspects Crevecoeur is here and asks we let him go back.	Crevecoeur is here	entailment	82
This was a sheer waste of time. He would probably land and then tell them to walk back. When she glanced at him again he looked very grim and she wondered if she should have told Mitch that he might well have a lot of opportunity to photograph Spain - on foot as he walked back to Malaga.	Mitch might well have a lot of opportunity to photograph Spain	entailment	83
Nicky approached her with the assumption that men are naturally right and it is the role of women to follow their lead. Constance, whose confidence was growing daily, was not prepared to give in to Nicky's wishes merely because of his sex. If she felt he was right then she agreed with him.	Nicky was right	neutral	84
Your honesty shines out of your face, my darling. It isn't your fault that cynical men like myself won't let themselves believe what they see! I just wish you could believe that Eddie's death was an accident and nothing to do with me.	Eddie's death was an accident and nothing to do with him	entailment	85
I can't afford to get bogged down in the weeds. But at least you know she did leave. Maybe a coincidence maybe the two girls talked on the phone decided they 'd both had enough.	the two girls had both had enough	neutral	86
Country churches were never locked. You could wander in at any time. Perhaps Cromwell when he passed also found the door of Coldingham Priory locked and decided that he would get in anyway even if it meant removing a whole wall in order to do so.	Cromwell would get in anyway	entailment	87
She longed for a weapon, for even a hairpin, and knowing that she did not have one, she knew too that she was totally defenceless, unarmed and alone. She could feel the great flight of the dragon and sensed that she was high in air and travelling fast towards the sunset. She could feel the great muscles of the dragon's wings send ripplings down the stomach walls and she gave herself over to death.	the great muscles of the dragon's wings sent ripplings down the stomach walls	entailment	88
``Molly likes having an audience for her tales and it passes the hours for them.'' When Miss Louisa had a second more severe stroke at the end of August, and Miss Ellen another heart attack, both old ladies died within a few days of each other. Their friends could only feel that death was merciful in the circumstances especially with war imminent and that Molly had made the closing months of their lives very happy.	death was merciful in the circumstances	entailment	89
Joseph spat and spluttered blood. He had lost the two centre top teeth and with the tip of his tongue he could feel that the two on either side were also loose.	the two teeth on either side were also loose	entailment	90
He also liked swimming and cycling. He said that he wrote stories, though he had to admit that he had never got further than the first two pages. Willie meanwhile not only remained silent during these conversations but picked his berries slowly so that they might forget that he was there but he reckoned without Zach.	Willie was there	entailment	91
``For God's sake keep them in their seats. If we get panic people are going to be crushed to death and there will be mayhem in the car park.'' The announcer could only guess from the urgency in the Chief Constable's voice that the situation was very very serious.	the situation was very very serious	entailment	92
O listened. As he listened he could smell the man. And he could hear that the song was almost turning into a sob.	the song was almost turning into a sob	entailment	93
How did Selden know that the hound was following him? We know he ran a long way. He was screaming for a long time before he fell and we could hear that he was running as he screamed.	Selden was running as he screamed	entailment	94
That evening Shannon steered well clear of Dane, all but tiptoeing around him, determined not to land in any more confrontations. From now till this snow siege ended, she would simply live under the same roof, but keep to her own side of an invisible barrier, she decided. She could only hope he 'd do the same.	Dane would do the same	neutral	95
Then it cried. It was another girl. I was a little disappointed but I could only hope that Celia was still a bit hazy from the drugs.	Celia was still a bit hazy from the drugs	neutral	96
Matthew rode on feeling a little more at peace with himself. He skirted the spruce plantation and supposed that at some point he should tell Sara about it. He could imagine that she might be interested in its money-making propensity at the end of the year.	Sara might be interested in its money-making propensity at the end of the year	entailment	97
``That's good.'' Ruth stood looking at her. Rachaela could imagine Emma would have been all congratulations and the joys of womanhood.	Emma would have been all congratulations and the joys of womanhood	entailment	98
Meh ' Lindi did not develop the lower set of arms nor the bony, sinuous tail. Too much to expect a new pair of arms to grow out of her ribs, or her coccyx to elongate so enormously. Nor could Jaq imagine that she could attain the full strength of a purestrain Stealer - though her own strength was formidable even when unenhanced.	Meh ' Lindi could attain the full strength of a purestrain Stealer	contradiction	99
Gloria remarked as they shared their coffee break in the kitchen. Melissa suppressed a sigh. She had hoped to dodge the subject but might have known that Gloria's boundless interest in all things morbid and sensational would make it impossible.	Gloria's boundless interest in all things morbid and sensational would make dodging the subject impossible	entailment	100
Merrill dropped into her chair. That altercation with Luke had drained her. She might have known that he would never divulge his relationship with Elise.	Luke would never divulge his relationship with Elise	entailment	101
``Oh, very well,'' he said wearily. He might have known that it was useless to argue with McAllister - her tongue was as long as her will was strong.	it was useless to argue with McAllister	entailment	102
I was angry with her for not saying anything, not doing anything. I still had a formless feeling that she understood me where my mother did not. Perhaps it was despair that made me believe there was one person in the world who might know that I was in despair.	he was in despair	entailment	103
``For such a person, finding a protector might not be so difficult, even in Edinburgh.'' Jean smiled. He might have known that even someone as sensible as Miss van Wiliamsburgh would try to make a play of this sort.	even someone as sensible as Miss van Williamsburgh would try to make a play of this sort	entailment	104
L. Underneath, in purple ink, had been added. ``And love, Fenella'', with a capital X as a kiss. I might have known Lisabeth wouldn't have walked up the stairs herself to leave the note.	Lisabeth wouldn't have walked up the stairs herself to leave a note	entailment	105
He 'd gone. Philip had to get them back. His Dad would kill him if he found that he 'd taken them.	Philip had taken them	entailment	106
There was no answer. Moving carefully, Benny stepped around the edges of the room, and opened the window shutters. Her momentary horror at seeing the unmistakable form of General Etienne was only slightly dulled by the realization that the stiff posture he was in could only mean he was dead.	General Etienne was dead	entailment	107
I didn't really like the way the other boys treated him. I was new at the school and still observing, still beginning friendships. Perhaps Alec noticed that I did not ridicule him as the others did.	he did not ridicule Alec as the others did	entailment	108
And I was excited by my new importance. Proud and pleased to be playing opposite Frank Donovan who had once stood in for Hayden Coffin. Occasionally perhaps I should notice that he was not the jovial easy-going character I remembered from my humble place in the chorus.	Frank Donovan was not the jovial easy-going character she remembered	entailment	109
``And you're wrong about us. We're not children and I 'd say we're learning the rules pretty quickly.'' You may have noticed I'm not shaking any more!	he's not shaking any more	entailment	110
When he was there we were Bonnie and Clyde, now he was gone we were Blondie and Dagwood. Or rather, now he was gone, I was Dennis. If I 'd been smarter or less vain I might have realized that this meant that my former role was now vacant.	this meant her former role was now vacant	entailment	111
For a while the notion gripped him, and he prowled the many floors of Hamleys looking for toys. He bought a magic set for Sebastian (although his ideal present for the kid would have been a brand-new name) and a marionette for Louise. He could remember that there was an age for puppets and magic just as he could remember the time that he 'd spent trying to fan a deck of cards or sitting in front of a mirror trying to get the hard consonants down like a real ventriloquist.	there was an age for puppets and magic	entailment	112
I spent just over an hour with Patterson which, I found out later, turned out to be another first. Time is money in the City and few people are worth an hour unless it's over lunch and only then if you're involved in a takeover bid. It was also I learned one of the few occasions anyone at PKB could remember that Patterson had a meeting with his door shut and nobody got fired.	Patterson had a meeting with his door shut and nobody got fired	entailment	113
The Deputy Under Secretary could talk of his host's prospects and disappointments, he could learn of the problems of digging out foreign exchange and hard currency in the Third World, the tribulations over the renewal of Residence Permits, the difficulties of keeping reliable servants, but of his own world he must remain silent. The Deputy Under Secretary headed the Secret Intelligence Service of the United Kingdom, and that was not a subject matter for gossip and conversation on a bougainvillaea-fringed veranda as the lights of the fishermen's dug-outs floated inside the coral reef... No bloody way. He was a man who could be honest with himself and in honesty he could say that he was both pleased and relieved to be back at his desk on a grey Monday morning in London.	the Deputy Under Secretary was both pleased and relieved to be back at his desk on a grey Monday morning in London	entailment	114
I WAS really only a bystander in the tragedy of young Mr and Mrs McLeod. It was not really my business although it could be said that I had known them both - had seen them about - for most of their lives.	she had known Mr. and Mrs. McLeod for most of their lives	entailment	115
Paula could not help herself. It was just the way she was. Others might say they hated her and mean it.	others hated Paula	entailment	116
A: How do you feel about gun control? B: Well, uh, I mean I don't think that guns should be outlawed	guns should be outlawed	contradiction	117
B: I don't know how my parents did it. A: Yeah. B: I mean, there were five of us and I don't recall, you know, wanting anything in particular. Uh, but I don't know how my father did it. He worked at a truck line and he just didn't make that kind of money with five children. But we did okay. We had a house and a home and, but now, my wife and I both work and I don't believe we have as much as my parents did.	he and his wife have as much as his parents did	contradiction	118
A: Well, how do you feel about the immigration laws? B: At, currently, I think they are a little restrictive. Uh, particularly for, uh, certain ethnic groups or from certain countries. Um, I think we should permit, uh, more immigration from eastern Europe, for example, uh, particularly uh, the Jewish, uh, uh, people from Russia. I think we could permit more of them in than we have permitted in the last, uh, several years. And, I think we have, uh, uh, too much restriction uh, on the Orientals also, but, of course, that's just my opinion. A: Yeah, well, I'm not real sure why I got this topic, because I don't think I checked it off on the list because I know very little about the current immigration laws.	he checked the topic off on the list	contradiction	119
B: boy, he's a big one. A: he's pretty big. That's why it really surprises me, you know, that he hasn't come back, because, like I said, he's never gone away like this before, and, I would think, you know, I mean, he might could get hurt by a car or something. I don't know that he could really get killed that easily because he is so big.	he could really get killed that easily	contradiction	120
A: and then once they do get elected, they don't have the power or the authority or the willingness to do those things that they promised, you know, beforehand. B: Right. A: You know, maybe it just wasn't possible at all in the first place, you know, like the no new taxes thing. You know, that's, uh, with the economy going the way it is and everything, that was nearly ridiculous thing to, even try to do. B: Yeah.  Yeah. Well, I don't think he's going to have to worry about that next year.	he's going to have to worry about that next year	contradiction	121
A: Oh, oh yeah, and every time you see one hit on the side of the road you say is that my cat. B: Uh-huh. A: And you go crazy thinking it might be yours. B: Right, well I didn't realize my husband was such a sucker for animals until I brought one home one night.	her husband was such a sucker for animals	entailment	122
B: And I don't think that rehabilitation is effective. A: Right. Have to agree with you, and I'm kind of in favor of capital punishment also. I just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes,	it acts much as a deterrent to these people	contradiction	123
A: so you hear so much, you get a little tired of it, but then again, so many people you got to understand only catch it once a day, maybe B: Yep. A: but I think the quality of uh, our news is just, uh, I don't believe it could be better	it could be better	contradiction	124
B: And I've worked in the hospital for fifteen years and I've taken care of a few AIDS patients. A: Uh-huh. B: Uh, when they asked us did we want to, uh, keep it the same or, uh, spend more, spend less, uh, I think right now what they're spending is adequate. Uh, for my personal opinion. Uh, because I think it's something that's going to take them a while to come up with a, uh, vaccine for. A: Yeah.  Uh-huh.  Uh-huh. B: I don't think it's going to be that easy to come up with	it is going to be that easy to come up with	contradiction	125
A: Yeah, they did. They put a lot of pressure on him from the outside and from the inside. Uh, it's funny watching them play, he's probably like a lot of quarterbacks, uh, when the pressure is really on when it's down to the last few minutes of the game for the season is when the guys seem to really do their best. B: Uh-huh. A: And I haven't quite figured that out, if they figure they have got it won or if there's no real hurry because the first three quarters or, uh, uh, if something happens that that adrenalin starts flowing.	they have got it won	neutral	126
A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B: Uh, I don't even think that it should be unanimous either. Uh,	it should be unanimous	contradiction	127
B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B: I just don't think it was a well thought out incentive.	it was a well thought out incentive	contradiction	128
B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use. And I don't think it was my fault because you know, I had made a point of like drying it off and cleaning it	it was his fault	contradiction	129
A: and if they weren't spending all the money on drug testing, people could have got a raise. So, see, you know, there's different, I think that's more of a personal view of mine other than a yes, sir, we should have drug testing because there's really a problem B: Uh-huh. A: and I know that. But then, I have other views to it. B: I didn't think it was that expensive because my son was in probably a week and a half period	it was that expensive	contradiction	130
B: I did, too. A: I mean, it was just more for my money. B: Yeah. I didn't think it was too long at all.	it was too long	contradiction	131
